sale_id,customer_id,product_id,amount,date
100328,1949,180,686.68,2025-07-29
100329,686,171,551.95,2025-07-29
100330,4665,137,973.47,2025-07-29
100331,752,267,145.1,2025-07-29
100332,2324,247,641.06,2025-07-29
100333,1755,273,927.65,2025-07-29
100334,975,157,852.74,2025-07-29
100335,676,118,209.83,2025-07-29
100336,106,169,887.0,2025-07-29
100337,498,235,554.83,2025-07-29
100338,511,288,218.86,2025-07-29
100339,3462,141,637.93,2025-07-29
100340,4947,219,635.67,2025-07-29
100341,3483,212,409.05,2025-07-29
100342,2044,258,638.85,2025-07-29
100343,942,150,814.15,2025-07-29
100344,3586,296,23.04,2025-07-29
100345,382,255,625.08,2025-07-29
100346,3035,101,84.63,2025-07-29
100347,4473,227,917.88,2025-07-29
100348,3448,125,732.18,2025-07-29
100349,1851,153,92.84,2025-07-29
100350,435,241,429.31,2025-07-29
100351,1799,202,336.42,2025-07-29
100352,4447,206,143.53,2025-07-29
100353,2617,145,847.67,2025-07-29
100354,3231,113,79.45,2025-07-29
100355,1972,232,314.68,2025-07-29
100356,3108,119,32.88,2025-07-29
100357,1788,267,383.75,2025-07-29
100358,4580,271,289.28,2025-07-29
100359,4220,181,876.99,2025-07-29
100360,2272,294,97.26,2025-07-29
100361,3968,265,837.38,2025-07-29
100362,3043,103,881.52,2025-07-29
100363,3078,209,638.88,2025-07-29
100364,2356,280,299.14,2025-07-29
100365,2079,181,951.06,2025-07-29
100366,2024,166,931.03,2025-07-29
100367,4424,161,440.17,2025-07-29
100368,3442,209,502.26,2025-07-29
100369,2851,146,278.35,2025-07-29
100370,4292,171,138.76,2025-07-29
100371,1188,220,999.91,2025-07-29
100372,1782,237,550.15,2025-07-29
100373,4609,223,222.26,2025-07-29
100374,987,228,849.58,2025-07-29
100375,4020,242,130.57,2025-07-29
100376,1639,265,365.12,2025-07-29
100377,3706,261,537.33,2025-07-29
100378,3906,267,270.26,2025-07-29
100379,1725,298,146.83,2025-07-29
100380,2296,156,792.58,2025-07-29
100381,60,205,669.81,2025-07-29
100382,1108,248,455.88,2025-07-29
100383,4086,245,411.82,2025-07-29
100384,19,271,289.78,2025-07-29
100385,1341,115,790.85,2025-07-29
100386,3143,270,551.01,2025-07-29
100387,4542,136,172.5,2025-07-29
100388,703,138,606.33,2025-07-29
100389,2797,111,749.23,2025-07-29
100390,2268,199,513.89,2025-07-29
100391,3669,265,362.61,2025-07-29
100392,2056,156,508.7,2025-07-29
100393,3179,201,71.55,2025-07-29
100394,2466,119,48.5,2025-07-29
100395,619,165,356.19,2025-07-29
100396,3498,144,222.58,2025-07-29
100397,4131,272,99.59,2025-07-29
100398,3317,134,887.59,2025-07-29
100399,3932,279,774.1,2025-07-29
100400,4990,129,295.08,2025-07-29
100401,4988,149,844.34,2025-07-29
100402,4643,174,872.24,2025-07-29
100403,3045,255,589.55,2025-07-29
100404,2402,223,194.97,2025-07-29
100405,2188,281,631.57,2025-07-29
100406,535,237,315.5,2025-07-29
100407,536,283,495.45,2025-07-29
100408,2244,229,30.94,2025-07-29
100409,1625,150,821.39,2025-07-29
100410,4532,212,957.99,2025-07-29
100411,1382,134,965.99,2025-07-29
100412,2994,107,731.54,2025-07-29
100413,3477,114,343.24,2025-07-29
100414,3391,254,36.66,2025-07-29
100415,841,283,257.67,2025-07-29
100416,311,266,359.86,2025-07-29
100417,244,250,282.61,2025-07-29
100418,2255,240,801.64,2025-07-29
100419,4390,136,22.35,2025-07-29
100420,3013,145,376.35,2025-07-29
100421,4253,154,291.2,2025-07-29
100422,1857,143,324.81,2025-07-29
100423,102,269,472.14,2025-07-29
100424,2902,218,279.4,2025-07-29
100425,4736,292,189.7,2025-07-29
100426,2976,207,733.91,2025-07-29
100427,118,105,751.17,2025-07-29
100428,2497,204,67.32,2025-07-29
100429,1350,104,521.99,2025-07-29
100430,3411,220,484.08,2025-07-29
100431,2162,200,972.79,2025-07-29
100432,3340,260,952.14,2025-07-29
100433,3764,165,756.4,2025-07-29
100434,3176,222,234.95,2025-07-29
100435,2464,217,872.62,2025-07-29
100436,2537,110,258.95,2025-07-29
100437,4547,254,281.52,2025-07-29
100438,517,288,392.72,2025-07-29
100439,287,252,492.27,2025-07-29
100440,1559,155,127.01,2025-07-29
100441,3856,211,344.13,2025-07-29
100442,1818,225,928.84,2025-07-29
100443,2391,128,156.53,2025-07-29
100444,4996,261,836.39,2025-07-29
100445,3343,197,919.42,2025-07-29
100446,2047,253,464.61,2025-07-29
100447,4729,169,876.01,2025-07-29
100448,381,277,867.38,2025-07-29
100449,2947,265,917.85,2025-07-29
100450,2828,116,332.59,2025-07-29
100451,2070,116,146.1,2025-07-29
100452,2064,269,109.44,2025-07-29
100453,2910,131,335.47,2025-07-29
100454,4551,224,702.98,2025-07-29
100455,1269,173,578.88,2025-07-29
100456,3534,112,396.72,2025-07-29
100457,904,165,339.43,2025-07-29
100458,926,174,834.46,2025-07-29
100459,3242,251,154.01,2025-07-29
100460,94,193,204.72,2025-07-29
100461,2128,159,678.91,2025-07-29
100462,2187,209,795.57,2025-07-29
100463,3556,196,895.61,2025-07-29
100464,3497,243,59.86,2025-07-29
100465,4437,223,784.38,2025-07-29
100466,2328,148,922.18,2025-07-29
100467,3271,126,320.84,2025-07-29
100468,4921,250,174.69,2025-07-29
100469,851,281,407.99,2025-07-29
100470,1604,265,514.1,2025-07-29
100471,2217,210,620.37,2025-07-29
100472,1974,241,60.71,2025-07-29
100473,3034,280,715.78,2025-07-29
100474,130,239,85.3,2025-07-29
100475,1137,253,521.77,2025-07-29
100476,3029,187,221.38,2025-07-29
100477,2274,256,366.35,2025-07-29
100478,1931,193,304.99,2025-07-29
100479,4829,161,154.67,2025-07-29
100480,4606,260,681.58,2025-07-29
100481,1727,134,537.14,2025-07-29
100482,1530,270,476.37,2025-07-29
100483,4556,115,270.72,2025-07-29
100484,57,292,360.23,2025-07-29
100485,415,124,528.42,2025-07-29
100486,3716,186,183.91,2025-07-29
100487,1209,114,831.45,2025-07-29
100488,622,187,587.15,2025-07-29
100489,2325,156,708.23,2025-07-29
100490,1724,101,62.51,2025-07-29
100491,1651,232,674.46,2025-07-29
100492,905,177,38.67,2025-07-29
100493,1979,191,858.75,2025-07-29
100494,2522,128,228.03,2025-07-29
100495,3437,196,56.28,2025-07-29
100496,4834,287,547.42,2025-07-29
100497,2876,103,420.28,2025-07-29
100498,1711,247,843.67,2025-07-29
100499,698,103,750.8,2025-07-29
100500,1639,187,698.17,2025-07-29
100501,534,203,875.33,2025-07-29
100502,629,163,554.78,2025-07-29
100503,1162,151,188.37,2025-07-29
100504,3425,160,494.5,2025-07-29
100505,4285,221,581.11,2025-07-29
100506,4046,253,264.1,2025-07-29
100507,3954,267,467.59,2025-07-29
100508,913,180,252.22,2025-07-29
100509,4221,133,725.05,2025-07-29
100510,2442,114,134.3,2025-07-29
100511,2446,244,413.26,2025-07-29
100512,2150,133,823.42,2025-07-29
100513,2268,242,658.03,2025-07-29
100514,2589,180,340.49,2025-07-29
100515,3916,188,161.6,2025-07-29
100516,2633,248,865.97,2025-07-29
100517,3505,218,180.47,2025-07-29
100518,1209,215,885.07,2025-07-29
100519,3535,161,795.11,2025-07-29
100520,889,132,265.78,2025-07-29
100521,3088,229,738.65,2025-07-29
100522,118,272,92.61,2025-07-29
100523,2703,166,970.77,2025-07-29
100524,2637,194,832.89,2025-07-29
100525,3273,221,405.16,2025-07-29
100526,3400,213,614.71,2025-07-29
100527,142,162,418.95,2025-07-29
100528,1790,276,599.13,2025-07-29
100529,3211,184,985.99,2025-07-29
100530,145,217,513.01,2025-07-29
100531,3442,131,987.91,2025-07-29
100532,1880,104,145.02,2025-07-29
100533,4082,169,520.9,2025-07-29
100534,3016,292,922.29,2025-07-29
100535,719,266,91.49,2025-07-29
100536,3362,290,873.91,2025-07-29
100537,4750,159,167.35,2025-07-29
100538,1432,197,767.94,2025-07-29
100539,3787,195,985.53,2025-07-29
100540,1653,195,619.75,2025-07-29
100541,4955,208,436.47,2025-07-29
100542,2919,121,30.14,2025-07-29
100543,2807,161,47.47,2025-07-29
100544,1372,138,822.29,2025-07-29
100545,4340,130,593.58,2025-07-29
100546,1379,118,764.32,2025-07-29
100547,1272,287,227.83,2025-07-29
100548,4653,227,703.49,2025-07-29
100549,3119,137,15.23,2025-07-29
100550,1963,132,665.45,2025-07-29
100551,1265,300,709.83,2025-07-29
100552,3463,248,356.28,2025-07-29
100553,1353,253,734.79,2025-07-29
100554,4787,262,524.51,2025-07-29
100555,4976,209,805.6,2025-07-29
100556,3711,112,704.1,2025-07-29
100557,483,113,390.29,2025-07-29
100558,3925,284,289.18,2025-07-29
100559,2524,173,210.0,2025-07-29
100560,4965,147,201.59,2025-07-29
100561,3319,272,75.33,2025-07-29
100562,268,146,238.91,2025-07-29
100563,3546,219,354.36,2025-07-29
100564,4730,189,49.77,2025-07-29
100565,4120,132,363.42,2025-07-29
100566,3979,106,457.06,2025-07-29
100567,4628,246,959.17,2025-07-29
100568,3905,167,740.58,2025-07-29
100569,3033,270,109.41,2025-07-29
100570,3859,256,714.14,2025-07-29
100571,1837,178,70.34,2025-07-29
100572,129,109,772.65,2025-07-29
100573,3259,180,720.6,2025-07-29
100574,4055,165,748.38,2025-07-29
100575,4011,199,88.15,2025-07-29
100576,3570,138,826.41,2025-07-29
100577,3400,294,367.45,2025-07-29
100578,2579,298,548.14,2025-07-29
100579,3422,134,310.63,2025-07-29
100580,4228,156,507.48,2025-07-29
100581,2948,244,702.8,2025-07-29
100582,41,104,529.91,2025-07-29
100583,4221,164,406.28,2025-07-29
100584,4403,258,740.3,2025-07-29
100585,3093,202,423.03,2025-07-29
100586,2096,288,106.03,2025-07-29
100587,4460,101,581.56,2025-07-29
100588,2503,233,894.46,2025-07-29
100589,1491,133,708.52,2025-07-29
100590,3068,221,413.32,2025-07-29
100591,2515,243,877.31,2025-07-29
100592,3718,166,24.71,2025-07-29
100593,3331,263,358.63,2025-07-29
100594,3816,196,590.57,2025-07-29
100595,4060,178,878.45,2025-07-29
100596,330,146,437.22,2025-07-29
100597,792,224,991.4,2025-07-29
100598,1515,136,628.33,2025-07-29
100599,3524,258,690.9,2025-07-29
100600,1893,206,704.14,2025-07-29
100601,4881,299,745.34,2025-07-29
100602,4995,114,397.13,2025-07-29
100603,4539,269,507.08,2025-07-29
100604,2925,179,244.89,2025-07-29
100605,1944,230,882.85,2025-07-29
100606,3968,244,593.1,2025-07-29
100607,4128,176,514.5,2025-07-29
100608,3585,236,868.64,2025-07-29
100609,266,106,349.11,2025-07-29
100610,754,159,523.71,2025-07-29
100611,3703,188,386.64,2025-07-29
100612,3307,232,479.61,2025-07-29
100613,1791,112,694.29,2025-07-29
100614,2400,210,26.68,2025-07-29
100615,1011,188,808.24,2025-07-29
100616,3051,156,322.91,2025-07-29
100617,4837,294,943.09,2025-07-29
100618,4909,178,217.25,2025-07-29
100619,1422,128,629.96,2025-07-29
100620,2235,159,962.84,2025-07-29
100621,4097,239,456.83,2025-07-29
100622,3547,116,804.91,2025-07-29
100623,2507,290,227.93,2025-07-29
100624,2228,233,322.21,2025-07-29
100625,4493,164,645.74,2025-07-29
100626,2261,248,948.9,2025-07-29
100627,1687,153,744.87,2025-07-29
100628,4975,230,489.26,2025-07-29
100629,4154,147,881.7,2025-07-29
100630,2929,179,477.24,2025-07-29
100631,427,187,271.67,2025-07-29
100632,302,248,367.76,2025-07-29
100633,3477,255,373.36,2025-07-29
100634,3640,129,614.8,2025-07-29
100635,870,120,565.65,2025-07-29
100636,1018,157,27.95,2025-07-29
100637,4430,192,374.31,2025-07-29
100638,2953,123,136.35,2025-07-29
100639,899,264,124.97,2025-07-29
100640,2558,188,465.56,2025-07-29
100641,3556,269,41.02,2025-07-29
100642,100,122,792.44,2025-07-29
100643,3223,158,564.43,2025-07-29
100644,4905,195,11.1,2025-07-29
100645,4816,287,21.14,2025-07-29
100646,4645,223,871.56,2025-07-29
100647,363,121,975.18,2025-07-29
100648,1350,279,971.79,2025-07-29
100649,2531,289,303.51,2025-07-29
100650,2527,227,873.74,2025-07-29
100651,2616,294,476.32,2025-07-29
100652,1912,125,406.78,2025-07-29
100653,1307,270,250.84,2025-07-29
100654,3008,277,417.01,2025-07-29
100655,1826,237,897.17,2025-07-29
100656,3444,131,243.03,2025-07-29
100657,3635,241,656.83,2025-07-29
100658,2422,289,992.45,2025-07-29
100659,1353,180,143.77,2025-07-29
100660,1941,160,12.8,2025-07-29
100661,453,235,809.58,2025-07-29
100662,4394,251,959.42,2025-07-29
100663,2454,211,97.62,2025-07-29
100664,1080,151,129.2,2025-07-29
100665,56,193,81.25,2025-07-29
100666,2040,187,417.49,2025-07-29
100667,368,216,272.85,2025-07-29
100668,3420,256,876.95,2025-07-29
100669,1208,229,327.37,2025-07-29
100670,2280,240,781.31,2025-07-29
100671,1483,227,365.18,2025-07-29
100672,4078,298,900.94,2025-07-29
100673,4842,112,522.61,2025-07-29
100674,4029,193,438.05,2025-07-29
100675,920,294,268.38,2025-07-29
100676,2319,209,178.52,2025-07-29
100677,2937,146,669.56,2025-07-29
100678,166,117,837.06,2025-07-29
100679,104,237,905.84,2025-07-29
100680,2629,196,100.44,2025-07-29
100681,4450,292,280.03,2025-07-29
100682,2039,135,484.93,2025-07-29
100683,728,222,120.57,2025-07-29
100684,2055,289,929.52,2025-07-29
100685,1603,247,528.4,2025-07-29
100686,1019,241,967.14,2025-07-29
100687,3822,221,562.63,2025-07-29
100688,1383,234,17.63,2025-07-29
100689,4391,101,532.77,2025-07-29
100690,3457,224,268.82,2025-07-29
100691,946,126,979.43,2025-07-29
100692,3284,281,208.24,2025-07-29
100693,4309,187,317.79,2025-07-29
100694,1617,190,174.71,2025-07-29
100695,4537,294,731.84,2025-07-29
100696,1270,185,530.56,2025-07-29
100697,4824,246,664.35,2025-07-29
100698,352,263,902.7,2025-07-29
100699,2241,184,926.0,2025-07-29
100700,4305,240,562.76,2025-07-29
100701,1370,198,250.97,2025-07-29
100702,3843,169,277.0,2025-07-29
100703,4805,175,393.46,2025-07-29
100704,4413,258,383.99,2025-07-29
100705,2493,133,258.41,2025-07-29
100706,3243,265,232.44,2025-07-29
100707,3216,123,722.59,2025-07-29
100708,2738,179,331.12,2025-07-29
100709,2691,185,245.08,2025-07-29
100710,2282,103,42.05,2025-07-29
100711,1731,177,64.95,2025-07-29
100712,3735,113,615.65,2025-07-29
100713,379,159,23.48,2025-07-29
100714,4712,181,516.4,2025-07-29
100715,4700,200,314.04,2025-07-29
100716,2071,237,654.9,2025-07-29
100717,742,238,482.3,2025-07-29
100718,1596,258,376.77,2025-07-29
100719,1245,165,587.01,2025-07-29
100720,4321,189,842.78,2025-07-29
100721,1437,182,940.98,2025-07-29
100722,1846,287,930.59,2025-07-29
100723,1003,287,370.88,2025-07-29
100724,43,261,93.05,2025-07-29
100725,593,118,16.8,2025-07-29
100726,4114,252,916.59,2025-07-29
100727,4614,266,253.93,2025-07-29
100728,102,194,426.13,2025-07-29
100729,3273,227,22.82,2025-07-29
100730,3418,220,864.86,2025-07-29
100731,1736,262,685.97,2025-07-29
100732,1155,156,581.05,2025-07-29
100733,3477,258,232.79,2025-07-29
100734,4478,281,365.04,2025-07-29
100735,4396,204,610.97,2025-07-29
100736,2653,191,11.27,2025-07-29
100737,2309,190,124.24,2025-07-29
100738,191,240,463.03,2025-07-29
100739,2915,110,162.91,2025-07-29
100740,3814,104,823.33,2025-07-29
100741,391,231,169.29,2025-07-29
